,Tweet Source,Tweet,Compound,Positive,Negative,Neutral,Tweets Ago
380,@Fox,I even wrote about this 3 years ago. Prioritising contribution numbers pushes us to engage in impression management… https://t.co/bgiQdBqgsE,0.5106,0.223,0.0,0.777,80
381,@Fox,I have done a bit of Open Source in my time as I was led to believe it was necessary for my career. It gave me very… https://t.co/ykiMkb9Ofg,0.0,0.0,0.0,1.0,81
382,@Fox,Underrepresented groups earn 20%+ less than men and have to overperform to prove their worth. Holding traditional r… https://t.co/QgM7mHgCz9,0.2263,0.095,0.0,0.905,82
383,@Fox,Github profile is excellent for validating problems with work-life balance and confirming that OS favours men with… https://t.co/3dOm1ZQrOk,0.7351,0.348,0.105,0.547,83
384,@Fox,"RT @cczona: Time for me to move forward to a new job, and new adventures, in developer relations or open source advocacy. Preference for Sa…",0.34,0.094,0.0,0.906,84
385,@Fox,@dinosaur_js so.. not keynote speakers aren’t getting announced? not very inclusive.,0.0,0.0,0.0,1.0,85
386,@Fox,Work doesn’t define you. Company valuation or social credibility shouldn’t be a marker of skill either.,0.0,0.0,0.0,1.0,86
387,@Fox,As someone from Eastern Europe who has never worked for a “recognizable startup” before I can attest I was met with… https://t.co/1CDIy8LuA0,0.0,0.0,0.0,1.0,87
388,@Fox,💯 https://t.co/n1SWxe2qby,0.0,0.0,0.0,1.0,88
389,@Fox,@ohhoe I would definitely suggest seeing a physio for starters (if there’s a lot of pain). They usually do targeted… https://t.co/WCxx8UGXtn,0.4019,0.137,0.0,0.863,89
390,@Fox,"@ohhoe I had a lot of success with doing back+core strengthening exercises; a lot of ab work, handstands, etc. Afte… https://t.co/peNBvsbNnM",0.7845,0.301,0.0,0.699,90
391,@Fox,@glenmaddern photos man,0.0,0.0,0.0,1.0,91
392,@Fox,I keep hearing that I’m calling out exclusion for personal gains and marketing (?!) as if it didn’t cause severe an… https://t.co/bX1IQ3uKcl,-0.4003,0.094,0.2,0.706,92
393,@Fox,"@nickfrancis haha, that is correct. thank you! 🎉👯",0.6996,0.491,0.0,0.509,93
394,@Fox,RT @janaboruta: If you don’t advocate for yourself no one else will.,-0.296,0.0,0.167,0.833,94
395,@Fox,"RT @amyngyn: I use the term ""social capital"" a lot, and most URMs know exactly what I mean. ""I can't afford to comment on this one because…",0.0,0.0,0.0,1.0,95
396,@Fox,"Curious how many people who follow me live in Boston. Raise your hands, friends. 👋",0.8225,0.398,0.0,0.602,96
397,@Fox,It’s not a good look if a conference pledging inclusion doesn’t reply to my email thanking for an invitation but re… https://t.co/a7hosMK8i3,-0.1786,0.0,0.082,0.918,97
398,@Fox,"@serverhorror stigmatising mental health issues isn’t a ""positive word"".",0.5574,0.34,0.0,0.66,98
399,@Fox,"Speaking of language and pointing out toxic cultures, „crazy” is an ableist term.

https://t.co/kTxqSHvPMe… https://t.co/ceQIDvqcV1",0.0,0.0,0.0,1.0,99
400,@nytimes,"Indonesia Ferry Toll Soars, With 192 Believed Dead https://t.co/hsdZYeCT4e",-0.6486,0.0,0.35,0.65,0
401,@nytimes,"""You call me Mr. President of the Republic or sir,"" Emmanuel Macron told a ninth-grade boy who called out, ""How's i… https://t.co/iESy0YfrRO",0.0,0.0,0.0,1.0,1
402,@nytimes,RT @bxchen: Just posted: Firefox is back. I highly recommend considering it as your primary computer browser. https://t.co/v7n8uWKPin,0.4201,0.149,0.0,0.851,2
403,@nytimes,RT @nytimesarts: We now know the sound it makes when human decency dies on live cable news: “Womp womp.” https://t.co/KyJHHRATnL,0.0,0.0,0.0,1.0,3
404,@nytimes,Here's how thousands of migrant children have been separated from their parents https://t.co/KkxIgGdMIO,0.0,0.0,0.0,1.0,4
405,@nytimes,The Koch brothers are waging a sophisticated fight against public transit initiatives across the U.S. And they are… https://t.co/JozVZSe5Rh,0.25,0.162,0.117,0.721,5
406,@nytimes,RT @nytopinion: Many on the Christian right are mobilizing pastors across the country into what is effectively an extension of the Republic…,0.4404,0.121,0.0,0.879,6
407,@nytimes,"Steve Schmidt, who advised George W. Bush and John McCain on their presidential campaigns, has quit the Republican… https://t.co/eBKkRL1wlb",0.0,0.0,0.0,1.0,7
408,@nytimes,AMC has come up with its own subscription plan after bitterly protesting MoviePass’s subscription model https://t.co/J1dQPOH11P,-0.7003,0.0,0.293,0.707,8
409,@nytimes,RT @nytopinion: New York Governor @andrewcuomo writes that the president's executive order is no solution at all. It still leaves open the…,0.0258,0.094,0.09,0.816,9
410,@nytimes,"“I’m not 20. I don’t want to be 20, but I’m really freaking cool.” Meet the grandmas of Instagram. https://t.co/5iPFfSxIz3",-0.6429,0.0,0.236,0.764,10
411,@nytimes,New York City public school teachers will have paid parental leave starting this fall. (In the past they had to tak… https://t.co/kWJhOmWQ5T,-0.0516,0.0,0.054,0.946,11
412,@nytimes,National Enquirer executives said to be subpoenaed in Michael Cohen investigation https://t.co/kd3nmSsU31,0.0,0.0,0.0,1.0,12
413,@nytimes,RT @NYTNational: The Secret Service is “aware” of a tweet attacking President Trump’s adolescent son that was posted by the actor Peter Fon…,-0.4588,0.0,0.125,0.875,13
414,@nytimes,"For the past 3 years, she hasn’t been able to keep anything down. There’s no evidence of a parasitic infection, and… https://t.co/IIsFdzeXGA",-0.296,0.0,0.104,0.896,14
415,@nytimes,"Atul Gawande, a Harvard professor, writer and surgeon, will lead the new health care initiative formed by Amazon, J… https://t.co/P6Xa7G7Zba",0.5994,0.224,0.0,0.776,15
416,@nytimes,Astronomers have discovered thousands of exoplanets circling other stars within our galaxy. Is life only possible o… https://t.co/QVbpVywBBN,0.0,0.0,0.0,1.0,16
417,@nytimes,"RT @CharlesMBlow: Read my column, “The King and Queen of Cruelty,” and let me know what you think. https://t.co/AXnaRoEOYE",0.0,0.0,0.0,1.0,17
418,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/XSLECONGmU,0.0,0.0,0.0,1.0,18
419,@nytimes,Our friends at @watching will be choosing a different one-season show each week this summer for your binging pleasu… https://t.co/NephE9I0o3,0.4767,0.147,0.0,0.853,19
420,@nytimes,"The new version of the Firefox browser gives Google's Chrome a run for speed, but it's the privacy features that ma… https://t.co/s43tZz4TBc",0.0,0.0,0.0,1.0,20
421,@nytimes,RT @nytgraphics: Misconceptions about immigration are in stark contrast to the realities around the world https://t.co/kmyV3oi7Yp,0.0,0.0,0.0,1.0,21
422,@nytimes,"President Trump will meet Queen Elizabeth II during his long-delayed first trip to Britain next month, the U.S. amb… https://t.co/wN123lWOnV",0.0,0.0,0.0,1.0,22
423,@nytimes,"More than 600 members of the United Methodist Church filed a complaint against Jeff Sessions, saying the Trump admi… https://t.co/YPe5ld0cJW",0.1531,0.127,0.1,0.773,23
424,@nytimes,The U.S. economy has picked up speed and is now on course to expand this year at the fastest rate in more than a de… https://t.co/vzhrXRiRbA,0.3182,0.087,0.0,0.913,24
425,@nytimes,"RT @nytimesbusiness: President Trump is pressuring Saudi Arabia to help push down gas prices, and that's fraying an agreement between the w…",0.5423,0.216,0.088,0.696,25
426,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/T71cCyDS0H,0.0,0.0,0.0,1.0,26
427,@nytimes,"Steve Schmidt, who advised George W. Bush and John McCain on their presidential campaigns, has quit the Republican… https://t.co/sSowyHKZu4",0.0,0.0,0.0,1.0,27
428,@nytimes,"RT @nytimesarts: Stephen Colbert told Sarah Huckabee Sanders, “If kids in cages is too much for you to defend, there is one option: You cou…",0.0,0.0,0.0,1.0,28
429,@nytimes,"Breaking News: Despite President Trump's retreat on family separation, 2,300 children already taken from their pare… https://t.co/noGDwjayjT",-0.1511,0.0,0.09,0.91,29
430,@nytimes,"RT @nytvideo: A volcanic eruption wiped out much of this Guatemalan village, leaving a current of gases, sand, ash, rocks and tree trunks.…",0.0,0.0,0.0,1.0,30
431,@nytimes,"RT @jwherrman: social media is broken, and the internet is a mess. the biggest platforms in our economy and culture are being run in ways t…",-0.6808,0.0,0.196,0.804,31
432,@nytimes,"At least 30 Afghan soldiers were killed in a single Taliban attack early Wednesday, indicating an end to a brief lu… https://t.co/XOUrILtWLm",-0.8225,0.0,0.297,0.703,32
433,@nytimes,Here's how thousands of migrant children have been separated from their parents https://t.co/KRlRNGXFIP,0.0,0.0,0.0,1.0,33
434,@nytimes,RT @emmagf: I talked to @nytimesbusiness about the tools I use on the subway beat and how technology could improve transit in the future: h…,0.4404,0.116,0.0,0.884,34
435,@nytimes,"Here's a schedule of all World Cup games, and where to watch them https://t.co/tvPDazRi5C",0.0,0.0,0.0,1.0,35
436,@nytimes,"Looking for a meal that's both cooling and rich? Try this chicken Milanese with tomato, mozzarella and basil salad https://t.co/t43Igh7byX",0.5574,0.167,0.0,0.833,36
437,@nytimes,"Jacinda Ardern is at an Auckland hospital where she is expected to give birth, something no sitting world leader ha… https://t.co/kPqmGL1OMd",-0.296,0.0,0.099,0.901,37
438,@nytimes,"RT @poniewozik: Womp womp, Corey: How the images from the border spoke louder than trolling. https://t.co/mUUyvoZzDF",0.0,0.0,0.0,1.0,38
439,@nytimes,"Evangelical leaders are lamenting the border separations, but are still standing behind Trump https://t.co/u04Sy46W1G",-0.25,0.0,0.133,0.867,39
440,@nytimes,The Equifax data breach affected 145 million people. Most got an apology and free credit monitoring. But some found… https://t.co/N2gAXGLsx0,0.437,0.23,0.058,0.712,40
441,@nytimes,Instagram will now allow videos up to an hour long https://t.co/NGsHzYe1oj,0.2263,0.16,0.0,0.84,41
442,@nytimes,RT @YLindaQiu: Trump just repeated claim that ICE is throwing MS-13 members out 'by the thousands.' This is not possible. https://t.co/vH2a…,0.0,0.0,0.0,1.0,42
443,@nytimes,An American cardinal who was accused of sexually abusing a minor was suspended from ministry after an investigation https://t.co/bjNPrJ52pA,-0.8074,0.0,0.356,0.644,43
444,@nytimes,American Airlines asked the government to stop using its flights for “transporting children who have been separated… https://t.co/tPcioXXNlh,-0.296,0.0,0.115,0.885,44
445,@nytimes,A 17-year-old was shot and killed by the East Pittsburgh police as he tried to flee a traffic stop on Tuesday night… https://t.co/6yFVRiCfrC,-0.7717,0.0,0.261,0.739,45
446,@nytimes,RT @andrewkeh: I watched a World Cup game at the busy Sochi gastro pub operating now in the same building where the infamous Olympic doping…,0.0,0.0,0.0,1.0,46
447,@nytimes,Live updates from the Spain vs. Iran World Cup game: https://t.co/mAnALJuoiV,0.0,0.0,0.0,1.0,47
448,@nytimes,Carlos Queiroz has presided over Iran’s World Cup team for more than 7 years. Fernando Hierro has been been in char… https://t.co/R2PICezTlo,0.0,0.0,0.0,1.0,48
449,@nytimes,Trump is preparing to issue an executive order that ends the separation of families by indefinitely detaining paren… https://t.co/dbc5dFoVUW,0.0,0.0,0.0,1.0,49
450,@nytimes,"If the opioid crisis could be solved by the sheer weight of proposed legislation, Congress would be able to pat its… https://t.co/RD1LOWmCM5",-0.4588,0.08,0.156,0.763,50
451,@nytimes,"“I’m not 20. I don’t want to be 20, but I’m really freaking cool.” Meet the grandmas of Instagram. https://t.co/JKPIvwe1RH",-0.6429,0.0,0.236,0.764,51
452,@nytimes,Breaking News: Michael Bloomberg plans to spend $80 million on the midterms to help Democrats take control of the H… https://t.co/cixC1kfpf1,0.4019,0.119,0.0,0.881,52
453,@nytimes,"In Opinion, Selahattin Demirtas writes: 

""Turkey will vote in presidential and parliamentary elections on June 24.… https://t.co/6jA0y0O28U",0.0,0.0,0.0,1.0,53
454,@nytimes,A closer look at the goal that will likely send Russia to the round of 16 https://t.co/9SqWvTXmGL https://t.co/Dapv1Ju59R,0.0,0.0,0.0,1.0,54
455,@nytimes,RT @peterbakernyt: Trump preparing to issue an executive order as soon as today to end the separation of families at the border by indefini…,0.0,0.0,0.0,1.0,55
456,@nytimes,"For weeks, Trump refused to simply end his government’s “zero tolerance” policy.

But he's been furious about the p… https://t.co/bADM44soQW",-0.7684,0.0,0.27,0.73,56
457,@nytimes,Breaking News: President Trump plans an executive order to stop separating families at the border by detaining them… https://t.co/NjRozZqiiU,-0.296,0.0,0.109,0.891,57
458,@nytimes,Uruguay is looking to lock up a place in the second round of the World Cup with a win over Saudi Arabia. Live updat… https://t.co/MJue9g71WM,0.5859,0.147,0.0,0.853,58
459,@nytimes,"One mother fled El Salvador with her 2 young children after their father, a gang member, violently threatened to ta… https://t.co/yXRf8T0Ars",-0.7783,0.0,0.286,0.714,59
460,@nytimes,"The CEO of Goldman Sachs called the separation of migrant children and parents “heart-rendering.” But, he said, “it… https://t.co/x4eTbC5snY",0.0,0.0,0.0,1.0,60
461,@nytimes,"RT @itscaitlinhd: My latest on tender age kids: “We’ve seen young kids having panic attacks, they can’t sleep, they’re wetting the bed. The…",-0.7351,0.0,0.228,0.772,61
462,@nytimes,"The crisis at the southern border has reached New York, as children separated from their parents are quietly being… https://t.co/nr3zsnY05K",-0.5719,0.06,0.174,0.766,62
463,@nytimes,"What did Rudy Giuliani know, and when did he know it, about the FBI reopening its investigation into Hillary Clinto… https://t.co/7vzRazuzHf",0.0,0.0,0.0,1.0,63
464,@nytimes,“The last thing you’d be thinking of when you saw her were her disabilities. The flamboyance was distracting.” https://t.co/6odkNeDsWf,0.0,0.0,0.0,1.0,64
465,@nytimes,"RT @nytvideo: From upside-down numbers to ripped jerseys, here’s the story behind Iran’s World Cup kit — and how it was impacted by sanctio…",0.0,0.0,0.0,1.0,65
466,@nytimes,"Disney is now offering $71.3 billion for the Fox assets, which is 35% higher than its earlier offer and about $6 bi… https://t.co/9zyvbvSoub",0.1779,0.072,0.0,0.928,66
467,@nytimes,President Trump and top administration officials have continued to defend their practice of breaking up families wh… https://t.co/Micma7kE4o,0.2023,0.096,0.0,0.904,67
468,@nytimes,"RT @nytvideo: Kirstjen Nielsen, the secretary of homeland security, was confronted by protesters leading chants of ""shame!"" while she was e…",-0.1511,0.098,0.164,0.738,68
469,@nytimes,The main conflicts feeding the refugee crisis https://t.co/wFckRHeJwW,-0.7717,0.0,0.528,0.472,69
470,@nytimes,"""If kids in cages is too much for you to defend, there is one option: You could resign!"" Stephen Colbert told Sarah… https://t.co/iZpaLcJu0y",0.0,0.0,0.0,1.0,70
471,@nytimes,"""I couldn't think of a more fitting change in the arc of history to have a school named after our first African-Ame… https://t.co/nIQx7WIIlU",0.0,0.0,0.0,1.0,71
472,@nytimes,"Corey Lewandowski, President Trump's former campaign manager, mocked a child with Down syndrome who was separated f… https://t.co/dbUBNSfkPl",-0.3182,0.0,0.126,0.874,72
473,@nytimes,"Morning Briefing: Here's what you need to know to start your day 
https://t.co/PTIagKAt0U https://t.co/mXobttSb0C",0.0,0.0,0.0,1.0,73
474,@nytimes,"""Do we have a reason to be sorry, to apologize?"" Charleston's mayor said, his voice unsteady. ""We do."" https://t.co/fu2rdlaiwo",-0.0772,0.0,0.071,0.929,74
475,@nytimes,Commerce Secretary Wilbur Ross shorted stock days after learning that reporters were preparing a potentially negati… https://t.co/2pW3vTtt7e,0.0,0.0,0.0,1.0,75
476,@nytimes,RT @nytvideo: A 1600-degree volcanic eruption buried much of the Guatemalan village of San Miguel Los Lotes. Explore the damage in augmente…,-0.4939,0.0,0.138,0.862,76
477,@nytimes,Cristiano Ronaldo scored on a header in the fourth minute to give Portugal a 1-0 lead over Morocco. Live updates: https://t.co/4xUuDRkmAG,0.0,0.0,0.0,1.0,77
478,@nytimes,"Your daily @DealBook Briefing:

• Corporate America rails against Trump's immigration policy. 

• No one's backing… https://t.co/fGG58FtBzD",-0.296,0.0,0.136,0.864,78
479,@nytimes,"At the Trump International Hotel in Washington, the president spoke to donors who had paid between $100,000 and $25… https://t.co/Bn5EE03BL6",0.0,0.0,0.0,1.0,79
480,@nytimes,"""If kids don't eat in peace, you don't eat in peace,"" the protesters shouted as Kirstjen Nielsen was eating dinner… https://t.co/h5Su4uNbv9",-0.5789,0.0,0.2,0.8,80
481,@nytimes,RT @AndrewDasNYT: The infamous Sochi drug-testing lab where Russian officials switched samples during the Olympics is now a gastro pub. @an…,0.0,0.0,0.0,1.0,81
482,@nytimes,"A 5-year-old boy named José and his father fled the violence in Honduras. At the U.S. border, the father was detain… https://t.co/yHDsdH1DFH",-0.6249,0.0,0.17,0.83,82
483,@nytimes,17 out of 23 players on Morocco's World Cup roster were born outside of the country. They face Portugal today in Mo… https://t.co/MwrRW0wRJm,0.0,0.0,0.0,1.0,83
484,@nytimes,"""I don't want what's happening in the United States to happen in Europe,"" the spokesman of the French government sa… https://t.co/uKqgxBXbw6",0.3773,0.122,0.053,0.825,84
485,@nytimes,Pride merchandise is becoming big business for retailers. But some are making the products in countries where LGBT… https://t.co/9M3UhkMJsp,0.1779,0.086,0.0,0.914,85
486,@nytimes,"The United States withdrew from the United Nations Human Rights Council, the world's most important human rights bo… https://t.co/I69D107WOr",0.7713,0.325,0.0,0.675,86
487,@nytimes,"Morning Briefing: Here's what you need to know to start your day 
https://t.co/NzxvWOTr33 https://t.co/uaqHP3xuX8",0.0,0.0,0.0,1.0,87
488,@nytimes,European Union officials will unveil a blueprint on Thursday to help Greece stand on its own once it comes off its… https://t.co/uBXoiATGg6,0.4019,0.119,0.0,0.881,88
489,@nytimes,Britain's home secretary ordered a review of the nation's policy on the medical use of marijuana after a 12-year-ol… https://t.co/CviYGyZ0ez,0.0,0.0,0.0,1.0,89
490,@nytimes,"RT @nytimesworld: While 63 percent of Australians expressed concern about China’s influence in Australian politics, 58 percent said they we…",0.0,0.0,0.0,1.0,90
491,@nytimes,"Errors and ""abysmally poor policy choices"" allowed Dylann Roof to unlawfully buy the gun that he used to kill 9 Afr… https://t.co/cKHYk6AdLn",-0.9118,0.0,0.426,0.574,91
492,@nytimes,"""You call me Mr. President of the Republic or sir,"" Emmanuel Macron told a ninth-grade boy who called out, ""How's i… https://t.co/mWVKp7qNAH",0.0,0.0,0.0,1.0,92
493,@nytimes,"""I write to shame the dominant class,"" said Édouard Louis, a 25-year-old French writer https://t.co/tJahab1ljo",-0.4767,0.0,0.193,0.807,93
494,@nytimes,"This year’s list of the World’s 50 Best Restaurants was revealed in Bilbao, Spain https://t.co/8uMtOsFpHo",0.6369,0.231,0.0,0.769,94
495,@nytimes,Trump administration officials have been sending babies and other young children forcibly separated from their pare… https://t.co/HcT0xNn8hQ,0.0,0.0,0.0,1.0,95
496,@nytimes,"""There is no Brexit dividend,"" said one financial analyst in response to Prime Minister Theresa May's speech promis… https://t.co/OptQMYniyq",-0.296,0.0,0.109,0.891,96
497,@nytimes,"""In so many ways, Athens feels more alive, more culturally prolific, than ever, and it’s hard to understand how thi… https://t.co/IzJTKNcSZ0",0.3597,0.124,0.06,0.816,97
498,@nytimes,"RT @andrewkeh: I watched the Russia game tonight at the site of the infamous Sochi lab at the center of the Russian doping scandal, which i…",-0.4404,0.0,0.108,0.892,98
499,@nytimes,How to Plan the Perfect Trip With Your Significant Other This Summer https://t.co/gaNCzYDOiY,0.6705,0.333,0.0,0.667,99
